CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,FaxNumber,Email,WebSite,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Magnet,YearRoundYN,FederalDFCDistrictID,Latitude,Longitude,AdmFName,AdmLName,AdmEmail,LastUpDate
19650521995976,0638980,07145,Active,Los Angeles,Temple City Unified,Temple City Virtual Academy,9700 Las Tunas Drive,9700 Las Tunas Dr.,Temple City,91780-3736,CA,9700 Las Tunas Drive,9700 Las Tunas Dr.,Temple City,91780-3736,CA,(626) 548-5243,No Data,No Data,tcvirtualacademy@tcusd.net,http://www.tcusd.net,9/9/1996,No Data,N,No Data,No Data,54,Unified School District,63,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,HS,High School,K-12,9-12,F,N,Y,No Data,34.106855,-118.05753,Susan,Hemans,shemans@tcusd.net,10/20/2021
19650526022925,0638980,06534,Active,Los Angeles,Temple City Unified,Cloverly Elementary,5476 Cloverly Avenue,5476 Cloverly Ave.,Temple City,91780-3107,CA,5476 Cloverly Avenue,5476 Cloverly Ave.,Temple City,91780-3107,CA,(626) 548-5092,No Data,(626) 548-5095,No Data,No Data,7/1/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,4-6,4-6,N,N,Y,No Data,34.099528,-118.06227,Stephen,Edo,sedo@tcusd.net,8/13/2020
19650526022933,0638980,06535,Active,Los Angeles,Temple City Unified,Emperor Elementary,6415 Muscatel Avenue,6415 Muscatel Ave.,San Gabriel,91775-1845,CA,6415 Muscatel Avenue,6415 Muscatel Ave.,San Gabriel,91775-1845,CA,(626) 548-5084,No Data,(626) 548-5090,No Data,No Data,7/1/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,Y,No Data,34.116000,-118.07817,Myra,Ruedel,mruedel@tcusd.net,8/13/2020
19650526022941,0638980,06536,Active,Los Angeles,Temple City Unified,La Rosa Elementary,9301 La Rosa Drive,9301 La Rosa Dr.,Temple City,91780-3734,CA,9301 La Rosa Drive,9301 La Rosa Dr.,Temple City,91780-3734,CA,(626) 548-5076,No Data,(626) 548-5081,No Data,No Data,7/1/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-3,K-3,N,N,Y,No Data,34.093544,-118.06484,Linda,Heredia,lheredia@tcusd.net,8/25/2021
19650526022958,0638980,06537,Active,Los Angeles,Temple City Unified,Longden Elementary,9501 Wendon Street,9501 Wendon St.,Temple City,91780-1618,CA,9501 Wendon Street,9501 Wendon St.,Temple City,91780-1618,CA,(626) 548-5068,No Data,(626) 548-5175,No Data,No Data,7/1/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,Y,No Data,34.111952,-118.06510,Kyle,Bender,kbender@tcusd.net,8/25/2021
19650526022966,0638980,06538,Active,Los Angeles,Temple City Unified,Oak Avenue Intermediate,6623 Oak Avenue,6623 Oak Ave.,Temple City,91780-1310,CA,6623 Oak Avenue,6623 Oak Ave.,Temple City,91780-1310,CA,(626) 548-5060,No Data,(626) 548-5170,No Data,No Data,7/1/1980,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,7-8,7-8,N,N,N,No Data,34.118687,-118.06973,Susan,Hemans,shemans@tcusd.net,8/13/2020
19650600000000,0639420,No Data,Active,Los Angeles,Torrance Unified,No Data,2335 Plaza Del Amo,2335 Plaza Del Amo,Torrance,90501-3420,CA,2335 Plaza Del Amo,2335 Plaza Del Amo,Torrance,90501-3420,CA,(310) 972-6500,No Data,No Data,No Data,http://www.tusd.org,No Data,No Data,No Data,No Data,No Data,54,Unified School District,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,33.828400,-118.32158,Timothy,Stowe,superintendent@tusd.org,7/23/2020
19650600110320,0639420,11674,Active,Los Angeles,Torrance Unified,Gene Drevno Community Day,2291 West Washington Avenue,2291 West Washington Ave.,Torrance,90501-3450,CA,2335 Plaza del Amo,2335 Plaza del Amo,Torrance,90509,CA,(310) 972-6962,No Data,(310) 972-6964,jimenez.jamie@tusd.org,http://www.tusd.org,9/8/2005,No Data,N,No Data,No Data,54,Unified School District,69,District Community Day Schools,COMMDAY,Community Day School,HS,High School,7-12,9-12,N,N,N,No Data,33.825638,-118.32158,Jamie,Jimenez,jimenez.jamie@tusd.org,8/13/2020
19650600119057,0639420,13629,Active,Los Angeles,Torrance Unified,LAUNCH Preschool,4000 West 227th Street,4000 West 227th St.,Torrance,90505-2208,CA,4000 West 227th Street,4000 West 227th St.,Torrance,90505-2208,CA,(310) 533-4769,No Data,(310) 381-1330,lanphere.teresa@tusd.org,http://launch.tusd.org,5/27/1992,No Data,N,No Data,No Data,54,Unified School District,08,Preschool,TRAD,Traditional,PS,Preschool,P,No Data,N,No Data,N,No Data,33.822294,-118.35543,Teresa,Lanphere,lanphere.teresa@tusd.org,6/19/2018
19650601931328,0639420,No Data,Closed,Los Angeles,Torrance Unified,Newton Adult Education/Community Center,23751 Nancy Lee Lane,23751 Nancy Lee Ln.,Torrance,90505,CA,23751 Nancy Lee Lane,23751 Nancy Lee Ln.,Torrance,90505,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1994,N,No Data,No Data,54,Unified School District,70,Adult Education Centers,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19650601932672,0639420,No Data,Closed,Los Angeles,Torrance Unified,Jefferson Adult Education/Community Center,21717 Talisman Street,21717 Talisman St.,Torrance,90503,CA,21717 Talisman Street,21717 Talisman St.,Torrance,90503,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1994,N,No Data,No Data,54,Unified School District,70,Adult Education Centers,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19650601936277,0639420,06568,Active,Los Angeles,Torrance Unified,North High,3620 West 182nd Street,3620 West 182nd St.,Torrance,90504-3935,CA,3620 West 182nd Street,3620 West 182nd St.,Torrance,90504-3935,CA,(310) 533-4412,No Data,(310) 972-6404,No Data,No Data,9/8/1955,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,No Data,33.865535,-118.33570,James,Sheck,sheck.chris@tusd.org,8/13/2020
19650601938083,0639420,06572,Active,Los Angeles,Torrance Unified,Shery (Kurt T.) High (Continuation),2600 Vine Street,2600 Vine St.,Torrance,90501-4330,CA,2600 Vine Street,2600 Vine St.,Torrance,90501-4330,CA,(310) 533-4440,No Data,(310) 972-6408,No Data,No Data,9/7/1967,No Data,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,9-12,10-12,C,N,N,No Data,33.822861,-118.32388,Jamie,Jimenez,jimenez.jamie@tusd.org,8/13/2020
19650601938356,0639420,06573,Active,Los Angeles,Torrance Unified,South High,4801 Pacific Coast Highway,4801 Pacific Coast Hwy.,Torrance,90505-5544,CA,4801 Pacific Coast Highway,4801 Pacific Coast Hwy.,Torrance,90505-5544,CA,(310) 533-4352,No Data,(310) 972-6454,No Data,No Data,7/1/1980,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,No Data,33.810786,-118.36524,Michelle,Fournier,fournier.michelle@tusd.org,8/13/2020
19650601938729,0639420,No Data,Closed,Los Angeles,Torrance Unified,Torrance Continuation High Sch,2335 Plaza del Amo,2335 Plaza del Amo,Torrance,90509,CA,2335 Plaza del Amo,2335 Plaza del Amo,Torrance,90509,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19650601938737,0639420,13520,Active,Los Angeles,Torrance Unified,Hamilton Adult Education Center,2606 182nd Street,2606 182nd St.,Torrance,90504-5227,CA,2606 182nd Street,2606 182nd St.,Torrance,90504-5227,CA,(310) 533-4459,No Data,(310) 972-6395,wdiulio@tusd.org,http://www.torranceadultschool.com,7/1/1974,No Data,N,No Data,No Data,54,Unified School District,70,Adult Education Centers,TRAD,Traditional,A,Adult,Adult,No Data,N,No Data,N,No Data,33.864780,-118.32148,Wayne,Diulio,wdiulio@tusd.org,6/19/2018
19650601938752,0639420,06576,Active,Los Angeles,Torrance Unified,Torrance High,2200 Carson Street,2200 Carson St.,Torrance,90501-3135,CA,2200 Carson Street,2200 Carson St.,Torrance,90501-3135,CA,(310) 533-4396,No Data,(310) 972-6455,No Data,No Data,9/4/1917,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,No Data,33.831308,-118.32114,Karim,Girgis,girgis.karim@tusd.org,8/13/2020
19650601939602,0639420,06580,Active,Los Angeles,Torrance Unified,West High,20401 Victor Street,20401 Victor St.,Torrance,90503-2255,CA,20401 Victor Street,20401 Victor St.,Torrance,90503-2255,CA,(310) 533-4299,No Data,(310) 972-6483,No Data,No Data,9/4/1962,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,No Data,33.846515,-118.36670,Jenna,Murata,murata.jenna@tusd.org,8/13/2020
19650601995828,0639420,13332,Active,Los Angeles,Torrance Unified,Owen H. Griffith Adult,2291 West Washington Avenue,2291 West Washington Ave.,Torrance,90501,CA,2291 West Washington Avenue,2291 West Washington Ave.,Torrance,90501,CA,(310) 533-4454,No Data,(310) 972-6394,wdiulio@tusd.org,No Data,9/1/1994,No Data,N,No Data,No Data,54,Unified School District,70,Adult Education Centers,TRAD,Traditional,A,Adult,Adult,No Data,N,No Data,N,No Data,33.825876,-118.32099,Wayne,Diulio,wdiulio@tusd.org,1/29/2016
19650601996412,0639420,No Data,Closed,Los Angeles,Torrance Unified,Torrance Opportunity,4801 Pacific Coast Highway,4801 Pacific Coast Hwy.,Torrance,90505,CA,4801 Pacific Coast Highway,4801 Pacific Coast Hwy.,Torrance,90505,CA,No Data,No Data,No Data,No Data,No Data,2/7/2001,6/30/2001,N,No Data,No Data,54,Unified School District,13,Opportunity Schools,No Data,No Data,HS,High School,9-10,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/2002
19650606022974,0639420,06549,Active,Los Angeles,Torrance Unified,John Adams Elementary,2121 238Th Street,2121 238Th St.,Torrance,90501-6116,CA,2121 238Th Street,2121 238Th St.,Torrance,90501-6116,CA,(310) 533-4480,No Data,(310) 972-6385,No Data,No Data,4/4/1960,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.808805,-118.32117,Shayla,Smith-Taranto,smith-taranto.shayla@tusd.org,8/13/2020
19650606022982,0639420,06550,Active,Los Angeles,Torrance Unified,Anza Elementary,21400 Ellinwood Drive,21400 Ellinwood Dr.,Torrance,90503-5410,CA,21400 Ellinwood Drive,21400 Ellinwood Dr.,Torrance,90503-5410,CA,(310) 533-4559,No Data,(310) 972-6386,No Data,No Data,1/7/1957,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.834486,-118.36570,Catherine,Di Vincenzo,divincenzo.cathy@tusd.org,9/8/2021
19650606022990,0639420,06551,Active,Los Angeles,Torrance Unified,Arlington Elementary,17800 Van Ness Avenue,17800 Van Ness Ave.,Torrance,90504-4330,CA,17800 Van Ness Avenue,17800 Van Ness Ave.,Torrance,90504-4330,CA,(310) 533-4510,No Data,(310) 972-6387,No Data,No Data,8/6/1956,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.869201,-118.31775,Vicki,Hath,hath.vicki@tusd.org,8/13/2020
19650606023006,0639420,06552,Active,Los Angeles,Torrance Unified,Joseph Arnold Elementary,4100 227th Street,4100 227th St.,Torrance,90505-2246,CA,4100 227th Street,4100 227th St.,Torrance,90505-2246,CA,(310) 533-4524,No Data,(310) 972-6388,No Data,No Data,9/3/1964,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.822341,-118.35649,Justine,Lang,lang.justine@tusd.org,8/13/2020
19650606023014,0639420,06553,Active,Los Angeles,Torrance Unified,Calle Mayor Middle,4800 Calle Mayor,4800 Calle Mayor,Torrance,90505-4401,CA,4800 Calle Mayor,4800 Calle Mayor,Torrance,90505-4401,CA,(310) 533-4548,No Data,(310) 972-6389,No Data,No Data,9/4/1958,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,33.815580,-118.36456,David,Mosley,mosley.david@tusd.org,8/13/2020
19650606023022,0639420,06554,Active,Los Angeles,Torrance Unified,Evelyn Carr Elementary,3404 West 168th Street,3404 West 168th St.,Torrance,90504-1752,CA,3404 West 168th Street,3404 West 168th St.,Torrance,90504-1752,CA,(310) 533-4467,No Data,(310) 972-6390,No Data,No Data,9/9/1954,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.878019,-118.33219,Katherine,Schenkelberg,schenkelberg.katherine@tusd.org,8/13/2020
19650606023030,0639420,06555,Active,Los Angeles,Torrance Unified,Casimir Middle,17220 Casimir Avenue,17220 Casimir Ave.,Torrance,90504-2936,CA,17220 Casimir Avenue,17220 Casimir Ave.,Torrance,90504-2936,CA,(310) 533-4498,No Data,(310) 972-6391,No Data,No Data,9/7/1950,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,33.873247,-118.32207,James,Ashikawa,ashikawa.james@tusd.org,9/2/2020
19650606023048,0639420,No Data,Closed,Los Angeles,Torrance Unified,Columbia MH,4502 186Th Street,4502 186Th St.,Torrance,90504,CA,4502 186Th Street,4502 186Th St.,Torrance,90504,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19650606023055,0639420,No Data,Closed,Los Angeles,Torrance Unified,Crenshaw Elem.,18620 Crenshaw Boulevard,18620 Crenshaw Blvd.,Torrance,90504,CA,18620 Crenshaw Boulevard,18620 Crenshaw Blvd.,Torrance,90504,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19650606023063,0639420,06557,Active,Los Angeles,Torrance Unified,Edison Elementary,3800 182nd Street,3800 182nd St.,Torrance,90504-4837,CA,3800 182nd Street,3800 182nd St.,Torrance,90504-4837,CA,(310) 533-4513,No Data,(310) 972-6392,No Data,No Data,9/5/1957,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.865043,-118.33938,Jayne,Okazaki,okazaki.jayne@tusd.org,9/9/2021
19650606023071,0639420,06558,Active,Los Angeles,Torrance Unified,Fern Elementary,1314 Fern Avenue,1314 Fern Ave.,Torrance,90503-6125,CA,1314 Fern Avenue,1314 Fern Ave.,Torrance,90503-6125,CA,(310) 533-4506,No Data,(310) 972-6393,No Data,No Data,7/1/1928,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.835195,-118.33218,Michael,Remland,remland.michael@tusd.org,9/8/2021
19650606023089,0639420,06564,Active,Los Angeles,Torrance Unified,Bert M. Lynn Middle,5038 Halison Street,5038 Halison St.,Torrance,90503-1920,CA,5038 Halison Street,5038 Halison St.,Torrance,90503-1920,CA,(310) 533-4495,No Data,(310) 972-6401,No Data,No Data,2/4/1957,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,33.851238,-118.36328,Leroy,Jackson,jackson.leroy@tusd.org,8/13/2020
19650606023097,0639420,No Data,Closed,Los Angeles,Torrance Unified,Hamilton Elementary,2606 182Nd Street,2606 182Nd St.,Torrance,90504,CA,2606 182Nd Street,2606 182Nd St.,Torrance,90504,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19650606023105,0639420,06559,Active,Los Angeles,Torrance Unified,Hickory Elementary,2800 West 227th Street,2800 West 227th St.,Torrance,90505-2912,CA,2800 West 227th Street,2800 West 227th St.,Torrance,90505-2912,CA,(310) 533-4672,No Data,(310) 972-6396,No Data,No Data,9/7/1961,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.820017,-118.33487,Maggie,Mabery,mabery.maggie@tusd.org,8/13/2020
19650606023113,0639420,No Data,Closed,Los Angeles,Torrance Unified,Hillside Elementary,25600 Crenshaw Boulevard,25600 Crenshaw Blvd.,Torrance,90505,CA,25600 Crenshaw Boulevard,25600 Crenshaw Blvd.,Torrance,90505,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19650606023121,0639420,02213,Active,Los Angeles,Torrance Unified,Jefferson Middle,21717 Talisman Street,21717 Talisman St.,Torrance,90503-6441,CA,21717 Talisman Street,21717 Talisman St.,Torrance,90503-6441,CA,(310) 533-4794,No Data,(310) 972-6398,No Data,No Data,9/8/1993,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,33.832060,-118.35724,Yvonne,Marin,marin.yvonne@tusd.org,8/13/2020
19650606023139,0639420,No Data,Closed,Los Angeles,Torrance Unified,Levy (Sam) Elementary,3420 229Th Place,3420 229Th Pl.,Torrance,90505,CA,3420 229Th Place,3420 229Th Pl.,Torrance,90505,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19650606023147,0639420,06563,Active,Los Angeles,Torrance Unified,Lincoln Elementary,2418 West 166th Street,2418 West 166th St.,Torrance,90504-1813,CA,2418 West 166th Street,2418 West 166th St.,Torrance,90504-1813,CA,(310) 533-4464,No Data,(310) 972-6400,No Data,No Data,5/1/1959,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.880079,-118.32077,Katherine,Castleberry,castleberry.katherine@tusd.org,8/13/2020
19650606023154,0639420,No Data,Closed,Los Angeles,Torrance Unified,Madison Elem.,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19650606023162,0639420,06565,Active,Los Angeles,Torrance Unified,Madrona Middle,21364 Madrona Avenue,21364 Madrona Ave.,Torrance,90503-5948,CA,21364 Madrona Avenue,21364 Madrona Ave.,Torrance,90503-5948,CA,(310) 533-4562,No Data,(310) 972-6402,No Data,No Data,9/3/1953,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,33.835020,-118.34481,Jeffrey,Nielsen,nielsen.jeffrey@tusd.org,8/13/2020
19650606023170,0639420,06566,Active,Los Angeles,Torrance Unified,Philip Magruder Middle,4100 West 185th Street,4100 West 185th St.,Torrance,90504-4706,CA,4100 West 185th Street,4100 West 185th St.,Torrance,90504-4706,CA,(310) 533-4527,No Data,(310) 972-6403,No Data,No Data,2/2/1959,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,33.862690,-118.34583,Lisa,Nunes,nunes.lisa@tusd.org,8/13/2020
19650606023188,0639420,No Data,Closed,Los Angeles,Torrance Unified,Meadow Park Elem.,3860 230th Street,3860 230th St.,Torrance,90505,CA,3860 230th Street,3860 230th St.,Torrance,90505,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19650606023196,0639420,02214,Active,Los Angeles,Torrance Unified,Edward J. Richardson Middle,23751 Nancy Lee Lane,23751 Nancy Lee Ln.,Torrance,90505-5416,CA,23751 Nancy Lee Lane,23751 Nancy Lee Ln.,Torrance,90505-5416,CA,(310) 533-4790,No Data,(310) 972-6405,No Data,No Data,9/8/1993,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,33.810319,-118.36703,Tayo,Balogun,balogun.tayo@tusd.org,8/13/2020
19650606023204,0639420,No Data,Closed,Los Angeles,Torrance Unified,Parkway Elementary,220 Via Riviera,220 Via Riviera,Redondo Beach,90277,CA,220 Via Riviera,220 Via Riviera,Redondo Beach,90277,CA,No Data,No Data,No Data,No Data,No Data,7/1/1957,6/30/1989,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),No Data,No Data,PS,Preschool,P,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,1/25/2012
19650606023212,0639420,No Data,Closed,Los Angeles,Torrance Unified,Perry Elementary,17831 Prairie Avenue,17831 Prairie Ave.,Torrance,90504,CA,17831 Prairie Avenue,17831 Prairie Ave.,Torrance,90504,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19650606023220,0639420,06570,Active,Los Angeles,Torrance Unified,Riviera Elementary,365 Paseo de Arena,365 Paseo de Arena,Torrance,90505-6226,CA,365 Paseo de Arena,365 Paseo de Arena,Torrance,90505-6226,CA,(310) 533-4460,No Data,(310) 972-6406,No Data,No Data,9/4/1952,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.807830,-118.37427,Christie,Forshey,forshey.christie@tusd.org,8/13/2020
19650606023238,0639420,06571,Active,Los Angeles,Torrance Unified,Seaside Elementary,4651 Sharynne Lane,4651 Sharynne Ln.,Torrance,90505-3355,CA,4651 Sharynne Lane,4651 Sharynne Ln.,Torrance,90505-3355,CA,(310) 533-4532,No Data,(310) 972-6407,No Data,No Data,9/1/1949,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.820452,-118.36332,Ellen,Harrison,harrison.ellen@tusd.org,9/8/2021
19650606023246,0639420,No Data,Closed,Los Angeles,Torrance Unified,Sepulveda Elementary,4600 Merrill Street,4600 Merrill St.,Torrance,90503,CA,4600 Merrill Street,4600 Merrill St.,Torrance,90503,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19650606023253,0639420,No Data,Closed,Los Angeles,Torrance Unified,Steele (Carl) Elementary,19300 Inglewood Boulevard,19300 Inglewood Blvd.,Torrance,90503,CA,19300 Inglewood Boulevard,19300 Inglewood Blvd.,Torrance,90503,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19650606023261,0639420,06575,Active,Los Angeles,Torrance Unified,Torrance Elementary,2125 Lincoln Avenue,2125 Lincoln Ave.,Torrance,90501-4437,CA,2125 Lincoln Avenue,2125 Lincoln Ave.,Torrance,90501-4437,CA,(310) 533-4500,No Data,(310) 972-6453,No Data,No Data,9/2/1913,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.823580,-118.31998,Kelly,Joseph,joseph.kelly@tusd.org,8/13/2020
19650606023279,0639420,06577,Active,Los Angeles,Torrance Unified,Towers Elementary,5600 Towers Street,5600 Towers St.,Torrance,90503-1161,CA,5600 Towers Street,5600 Towers St.,Torrance,90503-1161,CA,(310) 533-4535,No Data,(310) 972-6456,sskora@tusd.org,No Data,9/7/1961,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.853977,-118.37604,SeungHee,Kim,kim.seunghee@tusd.org,9/8/2021
19650606023287,0639420,06578,Active,Los Angeles,Torrance Unified,Victor Elementary,4820 Spencer Street,4820 Spencer St.,Torrance,90503-2254,CA,4820 Spencer Street,4820 Spencer St.,Torrance,90503-2254,CA,(310) 533-4542,No Data,(310) 972-6457,No Data,No Data,9/7/1961,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.844923,-118.36501,William,Baker,baker.william@tusd.org,8/13/2020
